,Unnamed: 0,producto,subtipo,tipo_comercial,mercado,month,semana,precio_max,precio_min,year,date_semana
6167,39,02 Frutales,Cereza,Cereza Starking,Alicante,7,29,1.58,1.71,2018,2018-29
6284,36,02 Frutales,Cereza,Cereza Picota,Alicante,7,28,2.04,2.21,2018,2018-28
6285,39,02 Frutales,Cereza,Cereza Starking,Alicante,7,28,1.51,1.68,2018,2018-28
6399,36,02 Frutales,Cereza,Cereza Picota,Alicante,7,27,2.04,2.21,2018,2018-27
6400,39,02 Frutales,Cereza,Cereza Starking,Alicante,7,27,1.51,1.68,2018,2018-27
6522,36,02 Frutales,Cereza,Cereza Picota,Alicante,6,26,1.83,2.0,2018,2018-26
6523,39,02 Frutales,Cereza,Cereza Starking,Alicante,6,26,1.03,1.52,2018,2018-26
6646,44,02 Frutales,Cereza,Cereza Picota,Alicante,6,25,1.91,2.05,2018,2018-25
6647,47,02 Frutales,Cereza,Cereza Starking,Alicante,6,25,1.28,1.88,2018,2018-25
6648,48,02 Frutales,Cereza,Cereza Starking,Castellón,6,25,1.38,0.0,2018,2018-25
6774,47,02 Frutales,Cereza,Cereza Burlat,Alicante,6,24,0.87,1.05,2018,2018-24
6775,50,02 Frutales,Cereza,Cereza Starking,Alicante,6,24,1.23,1.78,2018,2018-24
6776,51,02 Frutales,Cereza,Cereza Starking,Castellón,6,24,1.29,0.0,2018,2018-24
6900,41,02 Frutales,Cereza,Cereza Burlat,Alicante,6,23,0.93,1.03,2018,2018-23
6901,44,02 Frutales,Cereza,Cereza Starking,Alicante,6,23,1.46,1.66,2018,2018-23
6902,45,02 Frutales,Cereza,Cereza Starking,Castellón,6,23,1.37,0.0,2018,2018-23
3083,36,02 Frutales,Cereza,Cereza Starking,Alicante,7,28,3.86,4.02,2019,2019-28
3199,37,02 Frutales,Cereza,Cereza Starking,Alicante,7,27,3.09,3.26,2019,2019-27
3316,39,02 Frutales,Cereza,Cereza Starking,Alicante,6,26,1.14,3.17,2019,2019-26
3434,39,02 Frutales,Cereza,Cereza Starking,Alicante,6,25,1.12,2.92,2019,2019-25
3541,45,02 Frutales,Cereza,Cereza Starking,Alicante,6,24,2.03,3.39,2019,2019-24
3662,47,02 Frutales,Cereza,Cereza Ruby,Castellón,6,23,1.66,0.0,2019,2019-23
3663,50,02 Frutales,Cereza,Cereza Starking,Alicante,6,23,2.08,3.41,2019,2019-23
3788,47,02 Frutales,Cereza,Cereza Burlat,Alicante,5,22,1.61,1.74,2019,2019-22
3789,50,02 Frutales,Cereza,Cereza Starking,Alicante,5,22,3.45,4.37,2019,2019-22
3916,44,02 Frutales,Cereza,Cereza Burlat,Alicante,5,21,1.85,2.82,2019,2019-21
3917,47,02 Frutales,Cereza,Cereza Ruby,Castellón,5,21,1.25,0.0,2019,2019-21
4048,46,02 Frutales,Cereza,Cereza Burlat,Alicante,5,20,2.08,2.37,2019,2019-20
3730,67,02 Frutales,Cereza,Cereza Starking,Alicante,6,25,1.6,3.09,2020,2020-25
3867,60,02 Frutales,Cereza,Cereza Starking,Alicante,6,24,2.62,3.0,2020,2020-24
4007,63,02 Frutales,Cereza,Cereza Starking,Alicante,6,23,2.8,5.54,2020,2020-23
4127,37,02 Frutales,Cereza,Cereza Burlat,Alicante,5,22,2.8,0.0,2020,2020-22
4128,40,02 Frutales,Cereza,Cereza Starking,Alicante,5,22,5.5,5.99,2020,2020-22
4374,41,02 Frutales,Cereza,Cereza Burlat,Alicante,5,20,2.3,3.61,2020,2020-20
2720,36,02 Frutales,Cereza,Cereza Picota,Alicante,7,31,2.03,2.04,2021,2021-31
2721,39,02 Frutales,Cereza,Cereza Starking,Alicante,7,31,1.79,0.0,2021,2021-31
2837,34,02 Frutales,Cereza,Cereza Picota,Alicante,7,30,1.39,1.41,2021,2021-30
2838,37,02 Frutales,Cereza,Cereza Starking,Alicante,7,30,1.19,1.22,2021,2021-30
2955,36,02 Frutales,Cereza,Cereza Picota,Alicante,7,29,1.31,0.0,2021,2021-29
2956,39,02 Frutales,Cereza,Cereza Starking,Alicante,7,29,1.14,1.18,2021,2021-29
3072,34,02 Frutales,Cereza,Cereza Picota,Alicante,7,28,1.44,0.0,2021,2021-28
3073,37,02 Frutales,Cereza,Cereza Starking,Alicante,7,28,1.14,0.0,2021,2021-28
3192,34,02 Frutales,Cereza,Cereza Picota,Alicante,6,27,0.89,1.41,2021,2021-27
3193,37,02 Frutales,Cereza,Cereza Starking,Alicante,6,27,0.89,0.95,2021,2021-27
3307,34,02 Frutales,Cereza,Cereza Starking,Alicante,6,26,0.97,1.48,2021,2021-26
3419,32,02 Frutales,Cereza,Cereza Starking,Alicante,6,25,0.97,1.98,2021,2021-25
3535,41,02 Frutales,Cereza,Cereza Starking,Alicante,6,24,1.13,1.98,2021,2021-24
3661,43,02 Frutales,Cereza,Cereza Starking,Alicante,6,23,1.25,2.46,2021,2021-23
3788,40,02 Frutales,Cereza,Cereza Burlat,Alicante,5,22,1.75,1.92,2021,2021-22
3789,43,02 Frutales,Cereza,Cereza Starking,Alicante,5,22,2.12,2.47,2021,2021-22
3914,41,02 Frutales,Cereza,Cereza Burlat,Alicante,5,21,1.63,2.37,2021,2021-21
