,Unnamed: 0,producto,subtipo,tipo_comercial,mercado,month,semana,precio_max,precio_min,year,date_semana
4387,4420,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,19,0.71,0.59,2017,2017-19
4517,4551,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,18,1.06,0.9,2017,2017-18
4649,4684,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,4,17,2.6,2.46,2017,2017-17
9,10,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,22,1.43,0.65,2018,2018-22
10,11,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,22,1.03,0.52,2018,2018-22
11,12,02 Frutales,Melocotón,Melocotón temprano,Valencia,5,22,1.45,0.77,2018,2018-22
128,130,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,21,1.32,0.51,2018,2018-21
129,131,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,21,1.56,0.8,2018,2018-21
130,132,02 Frutales,Melocotón,Melocotón temprano,Valencia,5,21,1.41,1.41,2018,2018-21
256,259,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,20,1.25,0.71,2018,2018-20
257,260,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,20,1.95,1.95,2018,2018-20
378,382,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,19,1.67,0.65,2018,2018-19
502,507,02 Frutales,Melocotón,Melocotón extratemprano,Valencia,5,18,2.15,1.0,2018,2018-18
5607,72,02 Frutales,Melocotón,Melocoton Carne Amarilla,Castellón,8,34,0.77,0.85,2018,2018-34
5829,39,02 Frutales,Melocotón,Melocoton Carne Amarilla,Castellón,8,32,0.85,0.0,2018,2018-32
6054,45,02 Frutales,Melocotón,Melocoton Carne Amarilla,Castellón,7,30,1.02,1.05,2018,2018-30
6169,43,02 Frutales,Melocotón,Melocotón Carne Amarilla,Alicante,7,29,0.5,0.6,2018,2018-29
6287,43,02 Frutales,Melocotón,Melocoton Carne Amarilla,Castellón,7,28,1.06,0.0,2018,2018-28
6288,44,02 Frutales,Melocotón,Melocoton Carne Amarilla,Alicante,7,28,0.7,0.8,2018,2018-28
6526,45,02 Frutales,Melocotón,Melocotón Paraguayo,Alicante,6,26,0.5,0.6,2018,2018-26
6527,46,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,26,0.4,0.0,2018,2018-26
6651,54,02 Frutales,Melocotón,Melocotón Paraguayo,Alicante,6,25,0.5,0.0,2018,2018-25
6652,55,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,25,0.48,0.0,2018,2018-25
6779,57,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,24,0.43,0.61,2018,2018-24
6780,60,02 Frutales,Melocotón,Melocotón Paraguayo,Alicante,6,24,0.7,0.8,2018,2018-24
6781,61,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,24,0.52,0.64,2018,2018-24
6905,51,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,23,0.43,0.89,2018,2018-23
6906,54,02 Frutales,Melocotón,Melocotón Paraguayo,Alicante,6,23,0.7,0.8,2018,2018-23
6907,55,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,23,0.52,0.79,2018,2018-23
2752,42,02 Frutales,Melocotón,Melocotón Verano,Castellón,8,32,1.28,1.36,2019,2019-32
2853,36,02 Frutales,Melocotón,Melocotón Verano,Castellón,7,31,1.02,1.11,2019,2019-31
2962,38,02 Frutales,Melocotón,Melocotón Verano,Castellón,7,30,1.02,1.06,2019,2019-30
3085,40,02 Frutales,Melocotón,Melocoton Carne Amarilla,Alicante,7,28,0.7,0.75,2019,2019-28
3437,45,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,25,0.38,0.48,2019,2019-25
3544,51,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,24,0.33,0.35,2019,2019-24
3545,54,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,24,0.38,0.75,2019,2019-24
3666,56,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,23,0.45,0.48,2019,2019-23
3667,59,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,23,0.43,1.05,2019,2019-23
3790,52,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,22,0.45,0.53,2019,2019-22
3791,55,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,22,0.35,0.53,2019,2019-22
3792,58,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,22,0.48,1.05,2019,2019-22
3918,49,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,21,0.4,0.53,2019,2019-21
4049,48,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,20,0.35,0.51,2019,2019-20
4179,44,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,19,0.5,0.6,2019,2019-19
3733,73,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,25,0.43,0.0,2020,2020-25
3870,66,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,24,0.45,0.0,2020,2020-24
3871,69,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,24,0.45,0.55,2020,2020-24
4009,67,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,23,0.48,0.54,2020,2020-23
4010,70,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,23,0.52,0.65,2020,2020-23
4130,44,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,22,0.53,0.83,2020,2020-22
4131,47,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,22,0.75,1.16,2020,2020-22
4248,34,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,21,0.75,1.1,2020,2020-21
4249,37,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,21,1.1,1.32,2020,2020-21
4375,43,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,20,0.65,0.0,2020,2020-20
4376,46,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,20,1.03,1.1,2020,2020-20
4504,43,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,19,0.78,0.0,2020,2020-19
4505,46,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,19,0.53,0.55,2020,2020-19
4627,41,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,4,18,0.53,0.0,2020,2020-18
3195,41,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,27,0.67,0.77,2021,2021-27
3310,40,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,26,0.67,0.77,2021,2021-26
3422,38,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,25,0.67,0.77,2021,2021-25
3538,47,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,24,0.45,0.57,2021,2021-24
3539,50,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,24,0.45,0.69,2021,2021-24
3663,47,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,6,23,0.67,0.83,2021,2021-23
3664,50,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,6,23,0.82,1.11,2021,2021-23
3791,47,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,22,0.6,0.82,2021,2021-22
3792,50,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,22,1.08,1.32,2021,2021-22
3915,43,02 Frutales,Melocotón,Melocotones Tempranos,Valencia,5,21,1.01,0.0,2021,2021-21
3916,46,02 Frutales,Melocotón,Melocotón Paraguayo,Valencia,5,21,1.12,1.22,2021,2021-21
4047,43,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,20,0.52,0.0,2021,2021-20
4178,44,02 Frutales,Melocotón,Melocotón Extratemprano,Valencia,5,19,0.52,0.0,2021,2021-19
