,Unnamed: 0,producto,subtipo,tipo_comercial,mercado,month,semana,precio_max,precio_min,year,date_semana
4384,4417,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,19,0.8,0.8,2017,2017-19
4515,4549,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,18,2.0,2.0,2017,2017-18
4,5,02 Frutales,Albaricoque,Albaricoque Galta roja,Valencia,5,22,0.63,0.59,2018,2018-22
5,6,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,22,0.89,0.6,2018,2018-22
125,127,02 Frutales,Albaricoque,Albaricoque Galta roja,Valencia,5,21,0.63,0.59,2018,2018-21
126,128,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,21,0.86,0.63,2018,2018-21
252,255,02 Frutales,Albaricoque,Albaricoque Galta roja,Valencia,5,20,0.63,0.59,2018,2018-20
253,256,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,20,1.23,0.68,2018,2018-20
377,381,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,19,2.0,0.81,2018,2018-19
6398,34,02 Frutales,Albaricoque,Otros Albaricoques (Pepito Rubio),Alicante,7,27,0.65,0.7,2018,2018-27
6520,31,02 Frutales,Albaricoque,Albaricoque Mitjer,Alicante,6,26,0.75,0.8,2018,2018-26
6521,34,02 Frutales,Albaricoque,Otros Albaricoques (Pepito Rubio),Alicante,6,26,0.65,0.7,2018,2018-26
6643,36,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,25,0.58,0.0,2018,2018-25
6644,39,02 Frutales,Albaricoque,Albaricoque Mirlo Rojo,Alicante,6,25,0.35,0.4,2018,2018-25
6645,42,02 Frutales,Albaricoque,Albaricoque Mitjer,Alicante,6,25,0.75,0.0,2018,2018-25
6770,36,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,24,0.58,0.0,2018,2018-24
6771,39,02 Frutales,Albaricoque,Albaricoque Mirlo Rojo,Alicante,6,24,0.5,0.6,2018,2018-24
6772,42,02 Frutales,Albaricoque,Albaricoque Mitjer,Alicante,6,24,0.6,0.7,2018,2018-24
6773,45,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,6,24,0.69,0.0,2018,2018-24
6896,30,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,23,0.58,0.0,2018,2018-23
6897,33,02 Frutales,Albaricoque,Albaricoque Mirlo Rojo,Alicante,6,23,0.5,0.6,2018,2018-23
6898,36,02 Frutales,Albaricoque,Albaricoque Mitjer,Alicante,6,23,0.6,0.7,2018,2018-23
6899,39,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,6,23,0.79,0.0,2018,2018-23
3315,37,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,26,0.45,0.0,2019,2019-26
3432,34,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,25,0.45,0.0,2019,2019-25
3433,37,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,25,0.7,0.0,2019,2019-25
3539,40,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,24,0.48,0.0,2019,2019-24
3540,43,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,24,0.7,0.0,2019,2019-24
3660,42,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,23,0.55,0.56,2019,2019-23
3661,45,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,23,0.75,0.0,2019,2019-23
3786,42,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,5,22,0.56,0.63,2019,2019-22
3787,45,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,22,0.23,0.53,2019,2019-22
3915,42,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,21,0.35,0.53,2019,2019-21
4047,44,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,20,0.35,0.5,2019,2019-20
3729,65,02 Frutales,Albaricoque,Otros Albaricoques,Alicante,6,25,0.8,0.0,2020,2020-25
3866,58,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,24,0.8,0.9,2020,2020-24
4005,58,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,23,0.66,0.99,2020,2020-23
4006,61,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,23,0.8,0.9,2020,2020-23
4126,35,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,5,22,0.66,1.3,2020,2020-22
4373,39,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,20,0.65,0.66,2020,2020-20
4503,41,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,19,0.79,0.96,2020,2020-19
3533,36,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,24,0.77,0.97,2021,2021-24
3534,39,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,24,0.9,1.0,2021,2021-24
3659,38,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,6,23,0.77,0.95,2021,2021-23
3660,41,02 Frutales,Albaricoque,Albaricoque Mitger,Alicante,6,23,0.9,1.0,2021,2021-23
3787,38,02 Frutales,Albaricoque,Albaricoque Galta Roja,Valencia,5,22,0.72,0.81,2021,2021-22
3913,39,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,21,1.05,1.07,2021,2021-21
4046,41,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,20,1.0,1.22,2021,2021-20
4177,42,02 Frutales,Albaricoque,Albaricoque Temprano,Valencia,5,19,1.46,0.0,2021,2021-19
